TwitterID,tweetMean,tweetSd
mimiwaltersca,-0.32007399200386377,0.14112234339647686
gasperforoh10,-0.33076161661545467,0.11034778997549112
eddieedwardsnh,-0.3299470917792791,0.09295646009637748
clvaliente4,-0.3617829535104052,0.1766204792411404
joshuascottca32,-0.4136214630016008,0.16040363738217137
lizforindiana,-0.5353102295498434,0.29848019355555955
barrforcongress,-0.3589055762243327,0.1186705726702372
gressmannforsc6,-0.3658314243217115,0.17239028410699409
garretgraves,,,
allawsonjr,-0.26031990074197836,0.1493329603010997
stevestivers,-0.34777128712296973,0.07301433631182568
hank4ky,-0.29363109259583153,0.16910291680971554
karenhandel,-0.32777280695127803,0.10354565811800784
serranocongress,,,
jason2cd,-0.4228222712780714,0.22335302263833579
carolynbmaloney,-0.3354386559305562,0.11535663159062337
steve4kansas,-0.33655781154700826,0.11429564687791742
stewartforutah,-0.35276518712734933,0.1447151136364751
knight4congress,,,
teamamash,-0.29498463220932997,0.1660868577747686
mikebishopmi,-0.35152695351424407,0.09124633764178672
mccreadyfornc,-0.32904007844571953,0.1326498705413723
rick_neal,-0.3551772349183653,0.12320416554595019
rogermarshallmd,-0.32314727986757613,0.12215265827036795
andre4congress,-0.29857482905326793,0.07988109885828239
bonnie4congress,,,
markholbrook_me,-0.3364371353995296,0.13246133793044457
cedricrichmond,-0.310186658244121,0.2221601104646071
daynasteele,-0.4106291743537419,0.17092369962481363
billhuizenga,-0.40230732464897145,0.24307399623264972
toddlitton,-0.32286876283815513,0.07970996737281125
scottpeterssd,-0.27299853691852377,0.23083023928467097
sheldonforri,-0.3334261110718529,0.09345265222768055
johnfbriscoe,,,
ajaforcongress,-0.4880996512572495,0.2181307918063075
jodeyarrington,,,
mobirise,0.7595092136354766,0.45168290281444406
degette5280,-0.25799746729477874,0.18050584394043245
votevicente,,,
mikeforwi,-0.3482305350103428,0.1505817721259484
marthamcsally,-0.14001149931224213,0.24051782572031766
matta4congress,-0.3436649313216178,0.12322270748183571
vroman_robert,,,
sara4congress,-0.3503979128044692,0.09947912817366372
morgangriffith,-0.31274448834928226,0.09324115831581144
jodyhice,,,
mad4pa,-0.3587137499161096,0.15612437429725695
heidiheitkamp,-0.2790754068527341,0.1315281906899479
juliabrownley,-0.345203846038912,0.15216875650307699
aguilarcampaign,-0.3248314591537976,0.10455389664335137
teamheinrich,-0.2711460789467881,0.1733716035544157
notpoliticians,-0.24216100190503959,0.13428609261715801
dennyheck,,,
chrispappasnh,-0.3196500903682854,0.08939493391689089
price4wnc,-0.3345132855589263,0.11456553139964142
rickgreenma,-0.37947585308203674,0.16202250434479137
ann_kirkpatrick,-0.46373527492931527,0.16532179648815204
teamcockburn,-0.10564043010497735,0.17337938441695538
alysegalvin,-0.33755971189817874,0.10353368803036012
captclayhiggins,,,
bilirakis,,,
peacock4ca42,-0.4829062141080503,0.1783719234762941
kindforcongress,,,
newbergerjim,-0.3088428047964187,0.09812815902539003
colinallredtx,-0.38121465052963355,0.13489941866700914
joeschneiderma,-0.3106844183613529,0.09094681932203698
ericholguintx,-0.3159800720463417,0.12511234643981245
dankohlwi,-0.3203173098543602,0.09708734492509327
marinopa10,,,
lisa4congress,-0.3008710534441138,0.12709738234557685
nitalowey,-0.29762898375215757,0.14964432862873267
senatorsylvia,-0.32016738937922207,0.10991371674323755
omarqudrat1,-0.3207257945524774,0.16216286428957832
jstevemcfall,-0.015105681914775623,0.5335184074455264
tanoos2018,-0.3276924318435085,0.11640731311781007
dwightevanspa,-0.3801828608011803,0.16315911901027513
steverussellok,,,
nate_mcmurray,-0.6171443419404696,0.32857206322620996
foster4congress,-0.33832184994361203,0.08228268627153154
tammybaldwin,-0.32710986669321696,0.1030995083034868
marcy_kaptur,-0.3459938688709568,0.13962492066769933
bencardinformd,-0.32622495047039995,0.192744876837804
espaillatny,,,
douglamborncd5,,,
liuba4congress,-0.11698243363304225,0.24238041955201742
beauforcongress,-0.3370400306173281,0.11009497143036946
morganformi,-0.3589818284302493,0.1016071631508026
mooneyforwv,-0.2933446320528589,0.12091987198773595
dinorossiwa,-0.2667720340721192,0.15566247918461698
perrygershon,-0.3260968921400919,0.11249090959277232
bettymccollum04,-0.33554789491141057,0.1135287330430475
adamkinzinger,-0.3181677834616286,0.0918747562434098
yvette4congress,-0.28910203251426936,0.16220798483595805
kimberlinbrown,-0.3378572761642183,0.10786439924915736
joeforindiana,-0.33989288744533896,0.10213020632001367
walterjones2018,-0.2846299547633659,0.12828671370427588
hmforcongress,-0.3544741977410735,0.14084915591728947
peter_joffrion,-0.40508311250778906,0.13733171432687136
dancrenshawtx,-0.33606659420918006,0.12914796827321706
joecunninghamsc,-0.3379931601832982,0.14288144493390026
peterscongress,-0.23379948707944784,0.18897131233457468
reelectcummings,-0.28982680456274584,0.19439787190666416
miablove,-0.3334897087212207,0.13127031475053177
donbeyerva,-0.3117117781054069,0.17675799636164655
dandonovan_ny,-0.4896962143564051,0.3518312183814028
andykimnj,-0.3180109457747942,0.11184677775433259
andrewfgrant,-0.3399356390245792,0.10909129122996482
kevinyoder,-0.3344252024010702,0.13753182853122375
scottrtipton,-0.21843285139014995,0.24850342426905533
urbannavajo,-0.3835063135860718,0.15511121147208598
bob_gibbs,-0.33242653259002936,0.0852250153472773
welchforvt,-0.18731246994208023,0.21734767301321564
debfischerne,-0.2841439275039305,0.1520731314328798
tabithak,-0.3425183549079336,0.11561237843012014
coleforcongress,,,
ed4colorado,-0.2982080259946577,0.15423201719578267
filemonvela,,,
joshuawelle,-0.3251513234780622,0.13107154990410166
repblumenauer,-0.316191565844558,0.12553415269510046
mikerogerscamp,-0.4116929098058741,0.1249276921217901
jackbergman_mi1,,,
mariacantwell,-0.28111891859746674,0.13316714979474412
teamjeffries,,,
tedforcongress,,,
kdeleon,-0.3269843380070887,0.12810663702318623
elissaslotkin,-0.3237564694769567,0.11665017047115858
anthonygonzalez,-0.3503967380866477,0.10041858147923553
tomricesc7,,,
kristenforfl,-0.2542200146783617,0.10017568877582761
defazio4oregon,,,
rothfusforpa,-0.32779835344194236,0.1400484025073124
krhern,-0.3109665483842848,0.10333106819359689
maziehirono,-0.32740978236061846,0.12838708334153381
deb4congressnm,-0.37435022103345444,0.24715316610947244
eliotrabinforus,-0.289237028494552,0.1740999578361083
gt_teamgt,-0.1816954737119949,0.19377031828983227
vote4mckellar,-0.32043006929739315,0.14427181748546486
laurenbaer,-0.6616432933413955,0.3376075529005881
votefortrey,-0.29513496174785914,0.07464953713484855
jahanahayesct,-0.21691942768139938,0.18923200591571332
drz4congress,-0.49661371237681157,0.3013114128226703
lapolicealan,-0.3282777241245359,0.10876938817526324
votemorelle,-0.32315267191039804,0.10230756763139306
electbrannon,-0.3411363747307387,0.12824900111602966
ratcliffetx4,,,
louforsenate,-0.3312885921936411,0.14372088721101176
jim_banks,-0.35371468248827653,0.1291235642598222
collinsny27,-0.7136461560994255,0.3437337635173351
boerio4congress,-0.32442475481489685,0.14191743568180243
electfrench,-0.32517733053611253,0.13199195924182805
smurphycongress,-0.3038676739502295,0.12765517003374663
joekennedy,-0.3011388677358407,0.19637548706647284
amymcgrathky,-0.39317436793574884,0.15922493176943234
votepaulwalker,-0.30211952569048695,0.1548101316281396
diehlforsenate,-0.12039212737543203,0.1566230885262254
dwstweets,-0.31585053907177474,0.12775040136539864
mattlongjohn,-0.2933438878538414,0.13650214574658218
justinfareed,-0.327836923885663,0.0849618996082465
carter4congress,-0.38399447175746815,0.16318011455209983
miguellevario19,-0.3138075861461362,0.12495011776465759
joinjustin19,-0.006793028909252596,0.31287477871122416
judychucampaign,,,
golden4congress,-0.2590771073051842,0.14612595837902576
shireenghorbani,-0.5298225680447275,0.2897059504052037
troy_balderson,-0.35679381110857467,0.08305308651849659
stephanyforco,-0.3584180413742714,0.13989804321981233
morse4america,-0.3380533877147689,0.10382713058171596
brettguthrie,,,
jeffdenham,-0.3024364600047502,0.1138294428201981
jeannineleelake,-0.362780400246973,0.13461355591007115
coopforcongress,-0.31420115313948044,0.20372456709605033
lacyclaymo1,-0.34251224162964755,0.14467218731820358
electjimbaird,-0.31448712207382856,0.10789161665796262
jen4congress,-0.3603334862115872,0.1412553479069209
sengillibrand,-0.3547858557526307,0.13063392224526105
rickseeberger,,,
ralphnorman,-0.29114816164421686,0.1979165445010419
abenno,,,
pallonefornj,-0.2839048619145467,0.11127282436347091
teamvisclosky,,,
stevechabot,-0.34563737983493487,0.10131886045123735
devinnunes,-0.3822581430082133,0.22264855586621302
francysjohnson,-0.28406158583645974,0.15455909755140168
leahvukmir,-0.30606056542309196,0.10844539591243262
stevenhorsford,-0.32362375725727677,0.10329520157981402
vanessaadiatx12,-0.35548540285155683,0.10951554210475889
zenoforcongress,-0.37380950987532524,0.1507832259571543
zoelofgren,-0.37513288692783714,0.21856279823322458
drjimmaxwell,-0.35121193282855556,0.1016478048228457
ginaortizjones,-0.3231483351328793,0.13111794514676814
haganforhouse,-0.48155034339671254,0.21349212335268855
jennywilsonut,-0.38048320789781626,0.1696149080879679
meuser4congress,-0.16544579190758388,0.22824893305750577
dgvaladao,-0.3191622793103606,0.18184040609260785
dandebono,-0.34215362875817473,0.13695778422485655
jefferyadovejr,-0.34760965358375534,0.12062665179701884
robarlett,-0.36413801809519175,0.1254919626272441
richpezzullonj,-0.3176388550344556,0.13166189935657563
sherrodbrown,-0.4330286686307458,0.1748030111469273
liz_cheney,-0.3046897867810617,0.19316926738205567
paulmitchell4us,,,
langevinforri,-0.31663548670440367,0.10051036938146365
tom_suozzi,-0.2967136341586307,0.11157354942392003
scotttaylorva,-0.3717935541692777,0.14620066112591631
jimrenacci,-0.4943979458963649,0.23106631243449968
peteryuco,-0.3549029773330195,0.08228490936918434
randyhultgren,,,
debbieforfl,-0.3268982731631996,0.1149149378333646
spmaloney,-0.2949732774703446,0.21965357691257817
almaforcongress,-0.32259858308104855,0.08511702769489854
mattgaetz,-0.36250563152534215,0.16025573621983688
vote4ges,-0.31227758871238925,0.11718553723927531
bradleybyrne,-0.2979051798116019,0.11552349147187684
kathymanningnc,-0.33647219900279884,0.09942327293241568
electadamsmith,-0.3494207372259505,0.1441673888564774
repalgreen,-0.3183579816593881,0.10172247234643811
markwaynemullin,-0.29869026996493697,0.21407825607677824
donnashalala,-0.2999129026939121,0.1637040092538557
mitranoforny23,-0.3269713502671942,0.11592468240705338
janforcongress,-0.33715418555247173,0.10784868724148003
jrmarjefferson,,,
westermanar,-0.3149031994504242,0.11874320986479138
pascrellfornj,-0.2863697815772733,0.11792931037483109
votecarrigan,-0.34894401959944304,0.11582353884215556
mccaskill4mo,0.037095669475494704,0.2697365979664683
miketurneroh,-0.3539687312804984,0.1446213266205756
vote4schiller,-0.2895979479245556,0.18548370888123017
reneehoagenson,-0.7620473766429647,0.3415043426323538
charliecrist,-0.27012684522372943,0.16779771797732437
timbjorkmansd,-0.029676657178608276,0.3166689908595097
hoyos4congress,-0.38171442180417825,0.16764290160246123
tedyoho,-0.294564320211584,0.13147608995495125
tommcclintock,-0.3306070169684168,0.10819127373527901
steveavonloor,-0.34585054940261906,0.15190848334730725
youngforiowa,-0.30128291787559214,0.1000765035711908
youngkimcd39,-0.3139236783368167,0.10146929506306632
axne4congress,-0.32010695813194956,0.09609715757612931
jamesodonnellny,-0.30019971546575347,0.140050144494882
rokhanna,-0.36225792533829,0.13376102301737913
jackiewalorski,-0.3247745440418312,0.08966766675550869
joinpaulcook,,,
johnjoyceforpa,-0.04210596838605423,0.27630607220651093
cristinaosmena,-0.39253759511738534,0.12149252904478344
rcurtis808,-0.3073462853522948,0.14967275410183614
albiosiresnj,,,
claudiatenney,-0.34689171391144963,0.10269665928766016
lutchigayot,-0.40226191234083813,0.1605547060269787
