TwitterID,words
nitalowey,"senate,campaign,great,senator,trump,day,today,folks,new,president trump,good,state,kavanaugh,want,jobs,honored,people,thank,night,president"
johnfbriscoe,"louisiana,gt,vote,today,new,day,join,voting,early voting,early,gt gt,thanks,great,thank,president,good,polls,obama,game,support"
ajaforcongress,"great,health,today,washington,new,school,thank,thanks,state,people,good,congress,community,day,tax,work,news,time,join,women"
jodeyarrington,"michigan,great,hshtg_tcot,mnton_mittromney,day,today,good,obama,thanks,mnton_realdonaldtrump,event,people,dinner,gop,tonight,new,debate,time,campaign,president"
mobirise,"new jersey,new,tax,great,rep,day,support,today,taxes,families,congressman,district,said,time,congress,thank,proud,vote,women,work"
degette5280,"san,thanks,great,today,good,congrats,support,new,happy,dc,day,nice,thank,work,like,don,vote,time,trump,proud"
votevicente,"great,proud,thanks,today,need,weekend,time,join,make,glad,fighting,vote,night,voters,happy,parade,november,support,thank,help"
jasonsmithmo,"michigan,great,today,jobs,women,need,families,day,make,senate,health,act,time,care,president,new,help,things,thanks,let"
marthamcsally,"uploaded mnton_youtube,mnton_youtube video,uploaded,mnton_youtube,video,illegal,signs,mnton_addthis,new,court,committee,city,public,stand,win,sign,independence,constitution,nice,club"
matta4congress,"thank,mnton_foxnews,california,ca,2018,help,hshtg_maga,win,support,yes,vote,need,mnton_realdonaldtrump,congress,tax,great,people,make,district,god"
ed4colorado,"trump,pelosi,nancy,republicans,paul,gop,tax,care,health,americans,health care,people,gt,house,today,want,families,republican,democrats,women"
vroman_robert,"north,great,today,ll,join,day,ve,senate,thanks,war,support,thank,women,parade,vote,work,proud,care,hope,like"
sara4congress,"website,new,mnton_youtube,free,support,learn,live,video,thanks,10,check,issue,doesn,watch,change,article,team,going,send,nice"
morgangriffith,"today,great,thank,proud,women,tonight,friend,time,good,day,happy,friends,dems,volunteers,join,parade,excited,support,make,congrats"
morse4america,"hshtg_utpol,thank,running,people,support,help,need,school,working,great,healthcare,like,today,congress,district,vote,know,good,ve,time"
jrutherfordfl,"posted,facebook album,photos facebook,photo facebook,album,new photo,facebook,posted new,day,folks,join,great,thanks,new,annual,campaign,pm,today,time,photo"
heidiheitkamp,"hshtg_mosen,great,today,day,county,good,lincoln,lincoln day,support,trump,vote,state,senate,tax,time,new,people,week,president,parade"
juliabrownley,"today,great,border,day,new,photo facebook,new photo,gt,thank,posted new,join,thanks,time,morning,campaign,tomorrow,women,support,ad,vote"
aguilarcampaign,"ohio,thank,today,vote,help,president,primary,9th,women,need,election,great,mnton_realdonaldtrump,win,working,2018,endorsement,history,people,district"
teamheinrich,"liberty,new jersey,city,democrats,republican,like,new,conservative,people,state,republicans,obama,governor,facebook,america,years,today,party,trump,got"
notpoliticians,"thank,great,county,today,need,democrats,district,time,people,voters,tonight,join,public,women,great time,meet,support,immigration,day,vote"
dennyheck,"great,day,today,county,parade,9th,virginia,time,great time,thanks,congressman,gop,thank,support,stop,tonight,va,annual,good,mnton_realdonaldtrump"
chrispappasnh,"today,proud,campaign,great,california,tom,support,thanks,community,time,join,fight,grateful,ll,ve,ready,congress,like,thank,people"
price4wnc,"thank,great,today,tonight,support,thanks,friends,simpson,county,day,time,evening,vote,enjoyed,safe,john,morning,god,republican,night"
donbeyerva,"california,senate,women,ca,senator,trump,today,proud,support,fight,election,kavanaugh,president,vote,video,san,court,new,endorsed,make"
ann_kirkpatrick,"trump,make,sure,administration,california,working,icymi,vote,support,right,great,today,americans,day,paul,families,hard,time,want,year"
teamcockburn,"thank,support,vote,help,people,thanks,need,2018,great,veteran,like,congress,let,time,make,today,candidates,good,candidate,running"
alysegalvin,"thank,great,community,congratulations,young,annual,wonderful,today,time,ca,county,district,day,support,american,proud,women,california,honored,join"
markwaynemullin,"mnton_repclayhiggins,louisiana,mnton_repmikejohnson,hshtg_maga,bless,mnton_realdonaldtrump,mnton_potus mnton_realdonaldtrump,god,great,friday,endorsement,trump,god bless,day,thank,mnton_potus,independence,taxes,healthcare,committee"
bilirakis,"great,today,county,thanks,day,endorsement,campaign,gt,time,congress,thank,district,state,tonight,pm,women,work,morning,washington,sign"
peacock4ca42,"great,today,thanks,new,day,tonight,support,meeting,state,proud,campaign,morning,vote,house,work,time,ice,excited,voters,team"
senatorsylvia,"texas,today,trump,people,vote,join,great,day,tx,thank,north,time,make,thanks,change,campaign,care,like,need,health"
kindforcongress,"today,congress,washington,great,day,thanks,team,endorsement,time,thank,proud,campaign,act,people,week,vote,work,ve,need,stop"
newbergerjim,"people,working,vote,today,thank,great,carolina,help,county,need,time,house,hshtg_ncpol,support,right,care,work,candidate,make,health"
colinallredtx,"today,obama,gt,great,tax,hshtg_obamacare,county,gt gt,join,tax reform,time,iran,president,need,mnton_potus,day,house,president obama,reform,new"
iantoddformn,"hshtg_wvpol,west,virginia,today,senator,day,state,campaign,people,watch,new,governor,news,thank,health,know,care,great,ad,county"
ericholguintx,"district,candidate,team,great,today,join,va,virginia,people,office,vote,day,county,ready,weekend,democrats,need,excited,debate,make"
dankohlwi,"mnton_realdonaldtrump,today,great,people,president,tax,obamacare,day,obama,regulations,thanks,american,thank,christmas,family,time,trump,tax reform,campaign,support"
marinopa10,"campaign,saturday,twitter,website,friend,visit,rep,check,going,party,new,gt,forget,steve,ice,grateful,follow,mnton_scotttaylorva,issues,tx"
daynasteele,"great,today,thank,day,thanks,house,time,work,congressman,visit,mnton_realdonaldtrump,club,new,happy,week,family,year,proud,district,big"
mchenrycampaign,"trump,mnton_realdonaldtrump,obama,hillary,great,today,clinton,military,hshtg_maga,iran,congress,president,obamacare,new,time,michigan,like,says,thank,support"
meuser4congress,"hshtg_tx23,texas,thank,tx,today,congress,women,country,veteran,san,care,vote,health,make,support,people,great,proud,health care,thanks"
danaforcongress,"today,vote,thank,campaign,support,congress,state,time,come,stop,let,women,community,got,meet,people,ve,great,family,running"
omarqudrat1,"today,people,town,hall,need,time,make,let,know,happy,like,country,folks,help,pm,support,ll,tonight,day,congress"
jstevemcfall,"posted new,new,new photo,posted,texas,don,know,great,today,let,help,like,thank,mnton_realdonaldtrump,photo,hshtg_gop,support,need,ll,got"
gilcisnerosca,"louisiana,women,people,thank,time,children,today,let,like,need,thanks,state,work,better,know,trump,stop,money,want,america"
dwightevanspa,"debt,ad,act,care,watch,national,work,district,people,congress,new,gt,forget,steve,ice,grateful,follow,mnton_scotttaylorva,issues,tx"
steverussellok,"texas,houston,people,thanks,women,need,today,make,vote,good,day,love,like,icymi,help,campaign,great,time,trump,new"
nate_mcmurray,"hshtg_ncpol,today,great,thanks,day,county,join,obamacare,lincoln,support,early,thank,happy,gop,early voting,tonight,vote,voting,obama,good"
foster4congress,"county,dan,great,today,event,campaign,thank,support,evening,day,morning,night,9th,came,republican,check,tonight,breakfast,thanks,honored"
tammybaldwin,"hshtg_txlege,houston,texas,today,day,tx,thank,women,school,community,join,work,week,new,vote,need,let,families,make,great"
marcy_kaptur,"san,congress,california,thank,today,nation,state,people,congressman,campaign,need,know,american,veteran,military,policy,proud,security,federal,public"
espaillatny,"proud,trump,need,great,today,community,women,time,support,children,healthcare,fight,congress,families,thank,work,country,honored,stand,people"
douglamborncd5,"trump,gt,great,vote,today,health,gop,gt gt,time,make,people,yesterday,need,members,administration,congress,night,house,help,support"
liuba4congress,"steve,today,campaign,help,government,great,join,congress,win,need,vote,thank,fight,right,interview,pm,hshtg_tcot,forum,constitution,congressional"
beauforcongress,"mnton_repchriscollins,collins,thank,people,ny,like,know,great,man,vote,said,today,debate,think,ll,say,proud,time,right,let"
morganformi,"today,proud,middle,class,great,vote,voted,friday,day,congress,need,thanks,help,voters,endorsement,families,election,tonight,rep,fight"
mooneyforwv,"wisconsin,today,middle,class,help,fight,great,senate,make,watch,work,vote,thanks,time,day,working,people,tax,ve,health"
dinorossiwa,"today,ny,great,community,new,thanks,proud,join,support,thank,day,rights,state,fight,tonight,tomorrow,working,washington,time,parade"
perrygershon,"hshtg_tcot,endorsed,ad,campaign,honored,mnton_mittromney,receive,supporters,political,30,plan,endorsement,live,tonight,thanks,support,victims,discuss,rally,record"
bettymccollum04,"thank,long,campaign,today,women,support,congress,running,join,office,need,time,ny,working,candidate,people,help,trump,day,thanks"
adamkinzinger,"great,wisconsin,thank,today,need,county,day,tonight,congress,morning,new,folks,time,stand,parade,going,proud,make,happy,vote"
yvette4congress,"hshtg_mi01,michigan,great,support,grateful,people,thanks,working,team,today,ll,veteran,tax,year,mnton_realdonaldtrump,thank,know,proud,day,good"
kimberlinbrown,"hshtg_wvpol,virginia,west,great,today,thanks,thank,conservative,day,county,mnton_realdonaldtrump,volunteers,hshtg_tcot,fight,endorsed,time,team,obama,happy,endorsement"
joeforindiana,"thank,washington,weekend,family,great,help,today,parade,great time,day,campaign,honor,support,join,make,happy,state,congress,time,proud"
walterjones2018,"trump,great,thank,today,need,long,tonight,voters,read,support,right,congress,evening,candidates,ready,thanks,fight,like,campaign,time"
hmforcongress,"mnton_realdonaldtrump,today,health,americans,families,house,great,care,paul,american,health care,work,women,act,tax,community,national,people,need,thank"
peter_joffrion,"today,thanks,president,day,great,check,facebook album,join,need,tonight,photos facebook,time,parade,new,album,american,support,hshtg_tcot,people,facebook"
dancrenshawtx,"new,great,thank,honored,today,endorsed,county,support,day,team,small,2nd,congratulations,endorsement,conservative,time,great time,mnton_realdonaldtrump,people,men women"
joecunninghamsc,"thank,great,love,day,night,time,check,ll,today,going,happy,san,good,hope,wonderful,new,california,event,campaign,like"
peterscongress,"today,great,day,health,health care,care,thanks,make,families,work,jobs,working,need,talking,state,county,parade,time,veterans,vote"
reelectcummings,"hshtg_ncpol,thank,vote,carolina,today,hshtg_tcot,photo facebook,support,new photo,congressman,hshtg_consnc,posted new,thanks,obama,north,voted,honored,new,posted,conservative"
miablove,"people,6th,come,district,make,time,need,thanks,support,help,thank,working,day,government,great,right,today,sure,candidate,congress"
collinsny27,"north,thank,thanks,today,support,ll,great,candidates,day,campaign,people,district,help,county,tonight,time,working,join,make,vote"
dandonovan_ny,"hshtg_tx02,hshtg_txlege,texas,great,dan,houston,thank,today,campaign,thanks,support,day,security,congress,good,need,tax,endorsement,vote,district"
andykimnj,"thanks,today,campaign,carolina,trump,congress,thank,watch,new,great,like,let,help,time,people,support,ad,happy,win,stop"
andrewfgrant,"facebook album,photos facebook,album,posted,facebook,great,photo facebook,new photo,support,posted new,tonight,thanks,day,new,proud,today,photo,thank,event,congressman"
kevinyoder,"today,photo facebook,new photo,posted new,new,morning,posted,rep,discuss,hshtg_mdpolitics,photo,tune,facebook,house,join,thank,day,don,tonight,trump"
scottrtipton,"hshtg_ncpol,today,women,thank,vote,carolina,rep,great,proud,thanks,north,happy,trump,speaking,join,tonight,voting,support,let,says"
urbannavajo,"great,thank,today,dan,day,ny,support,time,happy,vote,tune,new,thanks,congressman,congress,campaign,discuss,iran,ll,proud"
deanheller,"georgia,thank,hshtg_gapol,today,people,support,campaign,district,congress,vote,time,need,2018,day,fight,join,let,make,help,candidate"
welchforvt,"yoder,today,thank,great,day,vote,parade,support,join,election,hshtg_tcot,campaign,click,days,voters,morning,hshtg_gop,new,house,tonight"
debfischerne,"hshtg_tcot,great,hshtg_gop,thank,america,today,day,thanks,campaign,support,let,people,time,rep,pelosi,district,county,debate,jobs,new"
tabithak,"hshtg_utpol,people,like,right,today,need,trump,day,don,work,live,think,good,time,know,want,make,congress,let,white"
coleforcongress,"politics,campaign,story,way,help,vote,court,florida,new,thank,political,ready,stand,americans,team,honor,week,conservatives,congress,time"
teampelosi,"ca,california,great,good,today,community,people,business,congress,trump,let,north,read,like,time,need,important,businesses,tax,agree"
filemonvela,"today,agree,tune,live,congress,discuss,house,talk,need,tonight,work,good,act,deal,sign,right,support,make,repeal,time"
joshuawelle,"today,great,senate,support,thank,campaign,proud,morning,visit,county,day,time,lincoln,state,agree,senator,thanks,enjoyed,endorsement,washington"
drmarkgreen4tn,"trump,gop,great,house,today,congress,need,health,people,reform,act,time,public,new,right,care,tax,support,better,america"
mikerogerscamp,"tom,obama,photo facebook,rep,new photo,obamacare,posted new,president,great,county,congress,vote,county republican,today,happy,posted,republican,nation,day,irs"
jackbergman_mi1,"mnton_drmarkgreen4tn,people,great,vote,like,new,video,day,today,thank,time,good,thanks,need,right,running,ve,county,gop,support"
mariacantwell,"texas,friends,supporters,veterans,day,photo,thanks,election,press,president,new,support,ve,border,immigration,thank,early voting,family,elected,early"
teamjeffries,"new jersey,thank,need,new,congress,people,let,today,thanks,support,leaders,join,time,great,work,day,leadership,campaign,candidate,make"
joshuamahony,"president,today,obama,thank,women,trump,day,house,hillary,hshtg_twill,health,mnton_realdonaldtrump,join,clinton,annual,thanks,people,state,national,2nd"
kdeleon,"president obama,hshtg_maga,obama,president,photo facebook,new photo,posted new,liberal,today,posted,obamacare,new,great,photo,facebook,mnton_realdonaldtrump,democrats,america,country,proud"
elissaslotkin,"hshtg_mi01,michigan,great,city,talking,morning,obamacare,today,county,day,thank,tonight,folks,gop,thanks,days,enjoyed,forum,republican,work"
anthonygonzalez,"carolina,ohio,sign,needs,join,pm,help,party,meeting,school,conservatives,house,learn,today,open,don,stop,bills,want,00"
tomricesc7,"says,new,police,justice,reform,need,great,city,right,time,today,support,congress,tune,work,people,help,community,working,make"
kristenforfl,"thank,today,great,campaign,county,steve,people,ll,come,tonight,ve,democrats,district,thanks,make,night,vote,good,fight,day"
defazio4oregon,"california,ca,trump,senate,energy,state,today,thank,mnton_realdonaldtrump,future,proud,president,100,great,support,work,jobs,americans,world,time"
rothfusforpa,"michigan,great,today,thanks,congress,security,proud,day,national,people,campaign,night,district,like,leaders,president,healthcare,house,women,support"
krhern,"ohio,great,thank,day,happy,american,today,honor,excited,work,time,campaign,tax,hear,county,reform,friends,week,new,support"
maziehirono,"hshtg_sctweets,tom,today,hshtg_tcot,great,business,posted,new,thank,news,jobs,campaign,district,day,00,carolina,national,congressman,time,ll"
deb4congressnm,"hshtg_tx02,today,race,honored,receive,news,florida,campaign,polls,congress,primary,thank,running,going,poll,tonight,thanks,endorsed,great,remember"
eliotrabinforus,"support,tax,great,vote,check,need,thanks,talk,rep,today,sign,article,tonight,house,art,million,new,veterans,tomorrow,right"
gt_teamgt,"obama,great,obamacare,today,county,hshtg_tcot,day,new,jobs,voters,time,president,thanks,thank,good,debt,gop,vote,america,job"
vote4mckellar,"mnton_potus,great,support,tax,campaign,tax reform,today,time,economy,country,thank,conservative,join,congress,growth,honored,nation,jobs,reform,ll"
electlahood,"north,great,ll,debate,today,work,thanks,live,friends,tonight,campaign,health,time,health care,morning,parade,good,tune,need,care"
votefortrey,"thank,new,women,trump,need,congress,people,support,today,american,fight,campaign,make,proud,vote,country,americans,families,health,change"
jahanahayesct,"ny,12,media,district,congressional,running,congressional district,red,congress,republican,help,governor,city,talking,voters,look,years,american,let,america"
drz4congress,"texas,tx,vote,congress,thank,thanks,great,dr,need,women,district,let,help,time,make,today,day,trump,follow,love"
lapolicealan,"gt,gt gt,great,early voting,today,thanks,early,election,voting,day,county,morning,parade,support,tonight,endorsement,campaign,proud,honored,supporters"
votemorelle,"9th,thanks,district,great,day,today,support,business,county,washington,voting,county gop,campaign,team,time,need,year,vote,new,gt"
electbrannon,"thank,support,vote,today,year,congress,people,primary,national,candidate,great,running,help,campaign,day,new,district,night,need,women"
ratcliffetx4,"dr,thank,florida,today,support,join,mnton_youtube,women,children,candidate,people,help,vote,time,district,make,running,tomorrow,campaign,live"
louforsenate,"day,trump,today,want,speech,war,vote,money,primary,yesterday,days,right,night,make,article,discuss,story,wonderful,city,november"
jim_banks,"support,time,grateful,community,trump,women,today,congress,great,proud,polls,nation,ny,continue,friends,thank,opportunity,members,evening,vote"
boerio4congress,"mnton_youtube,trump,tom,party,vote,security,need,va,years,tax,cuts,10,republicans,pay,want,left,gop,2018,know,house"
ellis4missouri,"county,retweet,press,poll,pm,prayers,committee,congressman,visit,president,campaign,today,gt,forget,steve,ice,grateful,follow,mnton_scotttaylorva,issues"
smurphycongress,"great,mnton_realdonaldtrump,today,sanctuary,county,immigration,hshtg_tcot,senate,support,day,illegal,tax,thanks,tax cuts,campaign,thank,rep,cuts,president,state"
joekennedy,"today,senate,state,great,new,tax,military,veterans,good,house,president,day,year,passed,thanks,gov,senator,bills,time,morning"
amymcgrathky,"thanks,thank,great,time,county,congress,house,week,candidates,vote,forum,party,today,family,tonight,mnton_pearlkimpa,democrats,administration,honored,yesterday"
harris4congress,"thank,great,today,tax,support,thanks,happy,work,day,grateful,like,icymi,congressman,years,time,proud,house,parade,people,new"
diehlforsenate,"hshtg_mapoli,great,today,thanks,day,thank,read,join,congressman,rep,proud,tonight,health,support,morning,team,happy,volunteers,new,work"
dwstweets,"trump,mnton_realdonaldtrump,thank,president,mnton_potus,god,hshtg_maga,great,democrats,people,love,president trump,steve,support,america,mnton_realcandaceo,vote,mnton_foxnews,today,time"
mattlongjohn,"today,trump,time,gop,tax,great,women,thanks,people,county,congress,country,day,like,military,years,new,thank,need,year"
timbjorkmansd,"hshtg_ca24,today,congress,thank,need,support,great,time,ll,work,working,community,day,law,thanks,future,families,nation,people,tonight"
chuck4congress,"trump,mnton_foxnews,mnton_realdonaldtrump,police,says,new,clinton,man,year,news,people,today,president,hshtg_maga,house,state,hillary,great,say,time"
miguellevario19,"michigan,health,thanks,6th,campaign,dr,running,great,district,help,interview,today,race,congressman,care,time,ad,people,vote,congress"
joinjustin19,"campaign,learn,supporters,follow,fair,parade,great,evening,state,today,debate,city,talking,congressional,day,30,people,congress,morning,days"
judychucampaign,"hshtg_tcot,great,vote,obamacare,day,president,today,support,obama,jobs,people,time,new,spending,enjoyed,need,conservative,thanks,help,work"
golden4congress,"texas,trump,great,tx,hshtg_txlege,time,west,day,thank,today,town,gop,let,folks,community,hall,congress,healthcare,come,support"
shireenghorbani,"hshtg_maga,california,left,honor,going,great,like,real,let,america,liberal,people,congress,thank,place,november,endorsement,news,proud,click"
troy_balderson,"hshtg_demdebate,president,vote,proud,obama,women,hillary,president obama,support,speaking,rally,join,leaders,right,election,twitter,candidate,today,power,energy"
stephanyforco,"proud,today,campaign,great,day,people,tonight,healthcare,ll,thanks,vote,congress,working,endorsement,district,primary,new,support,stand,endorsed"
mccreadyfornc,"thank,thanks,great,today,hshtg_maga,morning,team,paul,mnton_potus,proud,sure,forward,2nd,steve,hshtg_gop,looking,district,tonight,time,looking forward"
brettguthrie,"ohio,great,today,thank,county,thanks,day,morning,delaware,congrats,vote,support,state,volunteers,team,senate,election,tonight,congratulations,energy"
jeffdenham,"women,thank,support,vote,running,district,candidates,candidate,congress,need,today,let,help,people,time,campaign,congressional,join,yes,work"
jeannineleelake,"great,thanks,dan,today,country,carolina,time,new,county,good,hshtg_ncpol,like,day,race,leaders,folks,ve,week,need,american"
coopforcongress,"today,obama,house,great,gop,day,lincoln,president,facebook,obamacare,president obama,facebook album,photos facebook,county,voted,thanks,spending,forward,new,album"
lacyclaymo1,"today,thank,great,california,day,support,vote,house,help,proud,happy,hshtg_gop,000,mnton_nrcc,work,congrats,volunteers,new,hshtg_tcot,team"
electjimbaird,"mnton_realdonaldtrump,american,let,people,mnton_potus,hshtg_ncpol,democrats,want,carolina,4th,hshtg_maga,women,north,america,need,like,congress,support,district,president"
jen4congress,"trump,president,today,vote,people,house,american,thank,americans,time,america,republicans,make,gop,mnton_realdonaldtrump,right,health,mnton_potus,families,fight"
sengillibrand,"county,photo facebook,new photo,great,posted new,evening,day,posted,good,photo,facebook,friends,enjoyed,breakfast,new,fair,county republican,dinner,morning,county gop"
rickseeberger,"women,mnton_sengillibrand,today,congress,need,new,families,senate,act,make,care,fight,military,help,time,health,11,join,support,fighting"
ralphnorman,"liberty,america,twitter,like,free,pelosi,new,press,pm,issue,freedom,birthday,federal,john,bring,act,think,hear,love,law"
abenno,"mnton_realdonaldtrump,clinton,hillary,trump,new,america,mnton_foxnews,mnton_potus,retweet,news,going,hshtg_maga,unemployment,today,president,illegal,california,justice,american,race"
bencardinformd,"steve,border,new,president,people,vote,mnton_realdonaldtrump,democrats,strong,help,state,good,thank,governor,committee,government,republicans,job,voting,event"
teamvisclosky,"police,ny,amendment,court,watch,2nd,program,honored,check,israel,florida,6th,ice,victims,website,post,pm,2018,annual,citizens"
stevechabot,"hshtg_mdpolitics,vote,today,great,mnton_realdonaldtrump,day,people,women,support,thank,thanks,work,make,election,forward,county,proud,early,need,polls"
shapiro4fl16,"thank,california,county,great,day,today,san,honored,event,weekend,honor,night,campaign,week,annual,posted new,meet,community,endorsement,new"
youngkimcd39,"new,trump,administration,today,join,make,country,need,energy,campaign,time,help,better,republicans,care,like,vote,icymi,people,great"
francysjohnson,"hshtg_tcot,great,ohio,thank,today,day,time,great time,tonight,sign,weekend,morning,campaign,steve,week,game,post,thanks,calls,people"
leahvukmir,"today,obama,california,listen,ll,ca,san,live,new,00,mnton_foxnews,video,house,news,tonight,great,interview,tax,state,pm"
stevenhorsford,"texas,great,evening,join,district,wonderful,gt,hope,congressional,night,congressional district,forum,time,hshtg_txlege,congratulations,chamber,community,event,honor,meet"
vanessaadiatx12,"georgia,vote,rights,voting,today,thank,justice,president,time,people,trump,county,new,join,congress,love,yes,click,let,make"
zenoforcongress,"hshtg_wiright,wisconsin,senate,conservative,great,thanks,state,today,conservatives,time,senator,support,ready,ve,talk,thank,day,county,proud,gop"
reelecthank,"great,congress,thank,today,support,conservative,vote,icymi,campaign,thanks,tonight,evening,endorsement,join,endorsed,border,honored,mnton_potus mnton_realdonaldtrump,voters,mnton_debbielesko"
drjimmaxwell,"texas,people,children,today,vote,time,make,women,need,thank,power,day,tonight,running,change,tx,congress,ready,support,country"
ginaortizjones,"ny,mnton_realdonaldtrump,mnton_realcandaceo,great,like,thank,people,today,president,happy,american,time,let,trump,hshtg_maga,ve,new,democrats,district,support"
haganforhouse,"police,today,facebook album,photos facebook,georgia,album,vote,day,posted,facebook,gt,justice,make,president,great,obama,campaign,voting,help,women"
jennywilsonut,"great,county,time,today,dr,town,hall,night,ll,governor,morning,congress,support,public,campaign,honor,thanks,proud,tonight,signs"
markdesaulnier,"thanks,virginia,trump,great,new,local,9th,thank,people,va,today,economy,town,time,check,big,good,america,folks,share"
dgvaladao,"people,thank,help,today,need,district,campaign,know,10,support,make,let,want,vote,women,like,join,tonight,candidate,running"
repalgreen,"mnton_reptomsuozzi,market,american,middle,class,ny,jobs,liberal,long,mnton_realdonaldtrump,growth,america,free,great,tax,like,money,new,national,trump"
jefferyadovejr,"health,health care,care,ca,great,day,campaign,today,thank,endorsement,support,california,forum,parade,local,hall,proud,trump,mnton_realdonaldtrump,race"
robarlett,"today,great,california,thank,day,support,thanks,vote,ca,election,election day,high,time,honored,watch,tonight,help,congressman,sure,proud"
richpezzullonj,"congressman,houston,today,trump,rep,president,let,statement,house,day,act,texas,interview,people,happy,american,justice,congress,americans,rights"
sherrodbrown,"delaware,mnton_realdonaldtrump,state,time,thank,great,senator,vote,people,mnton_foxnews,make,support,hshtg_maga,country,county,primary,going,hillary,clinton,look"
liz_cheney,"new jersey,hshtg_tcot,new,county,great,senate,today,primary,ll,vote,people,thank,conservative,mnton_billspadea,campaign,support,gop,republican,tonight,time"
paulmitchell4us,"ohio,today,day,american,work,make,help,need,jobs,fight,tax,working,country,americans,fighting,vote,people,families,plan,support"
langevinforri,"wyoming,obama,great,thanks,iran,today,hillary,clinton,day,tune,tonight,county,honored,thank,america,ll,read,american,state,freedom"
tom_suozzi,"hshtg_demdebate,paul,conservative,america,campaign,great,today,check,hshtg_obamacare,iran,thank,says,running,right,year,county,proud,need,hshtg_obama,congress"
scotttaylorva,"tom,great,thanks,town,hall,today,day,county,tonight,thank,endorsement,new,join,night,campaign,vote,support,long,time,photo facebook"
francisrooney,"today,day,dr,great,vote,team,volunteers,join,campaign,thank,support,thanks,dan,help,make,week,time,voters,proud,check"
barbaracomstock,"campaign,today,district,americans,republican,happy,great,met,let,congress,tax,middle,day,2018,class,friends,make,red,jobs,thanks"
jacksonlee18,"great,today,gt,enjoyed,proud,thanks,day,congratulations,county,campaign,morning,congressman,good,thank,tonight,new,friends,time,team,meeting"
debbieforfl,"houston,thank,today,people,forward,remember,vote,let,work,continue,district,week,hope,congratulations,children,texas,good,great,looking,learn"
spmaloney,"florida,trump,women,today,vote,thank,let,families,congress,need,stand,mnton_realdonaldtrump,ready,make,like,people,time,support,republicans,children"
almaforcongress,"ny,rep,today,thanks,thank,party,great,support,hillary,house,new,proud,vote,congressman,need,clinton,18,won,gop,district"
mattgaetz,"hshtg_sayfie,mnton_foxnews,florida,mnton_realdonaldtrump,great,thank,trump,congressman,people,rep,today,time,ve,house,president,congress,special,new,hillary,day"
vote4ges,"florida,november,support,thanks,candidate,night,know,great,state,candidates,voters,meet,day,thank,let,today,join,happy,campaign,4th"
bradleybyrne,"hshtg_al01,vote,today,great,tonight,morning,day,support,election,enjoyed,county,thank,polls,thanks,republican,time,family,friends,tomorrow,sign"
kathymanningnc,"great,thanks,today,day,campaign,carolina,support,north,county,time,thank,people,davidson,ve,team,women,high,proud,voters,tonight"
electadamsmith,"great,9th,proud,support,today,make,kavanaugh,volunteers,stand,thanks,need,day,americans,people,women,working,healthcare,happy,strong,work"
dandebono,"hshtg_utpol,thank,mnton_mittromney,need,let,support,state,women,today,time,proud,county,ve,senate,new,help,ll,campaign,tax,work"
captclayhiggins,"michigan,voters,end,volunteers,people,vote,help,court,power,today,great,thanks,state,check,want,000,sign,citizens,ll,yes"
gtsagan,"hshtg_gagop,tom,facebook album,photos facebook,hshtg_gapol,album,georgia,hshtg_obamacare,today,posted,county,obamacare,obama,facebook,freedom,great,vote,sign,president,day"
mitranoforny23,"ny,tom,congress,vote,people,thank,new,campaign,today,running,need,county,district,tax,meet,support,ll,working,week,great"
janforcongress,"tx,texas,trump,need,vote,congress,gop,thanks,hshtg_gop,campaign,hshtg_txlege,house,women,voters,today,2018,better,ll,mnton_potus,change"
jrmarjefferson,"make,people,taxes,serve,things,real,change,love,ready,hope,hard,way,come,working,tax,know,want,gt,forget,steve"
westermanar,"hshtg_argop,hshtg_tcot,today,hshtg_obamacare,great,county,team,vote,thanks,day,proud,tonight,speaking,meeting,good,join,campaign,house,obamacare,state"
pascrellfornj,"congressman,new jersey,campaign,today,primary,fight,day,great,9th,support,news,class,watch,video,district,middle,home,new,party,nice"
votecarrigan,"carolina,today,thank,people,campaign,president,great,trump,join,day,time,congress,happy,women,district,help,make,thanks,need,years"
mccaskill4mo,"hshtg_mosen,fighting,families,today,folks,healthcare,like,working,make,stop,veterans,help,need,work,office,war,know,big,day,state"
miketurneroh,"hshtg_tcot,mnton_mittromney,today,ohio,hshtg_gop,glad,support,thank,great,campaign,day,vote,election,endorsed,talk,join,county,obama,hshtg_obamacare,talking"
elaineluriava,"god,thank,houston,bless,god bless,texas,love,people,good,support,18,vote,let,president,yes,america,time,life,district,trump"
reneehoagenson,"vote,work,need,people,hshtg_gop,support,country,right,thanks,help,needs,election,congress,thank,november,children,administration,don,6th,kavanaugh"
charliecrist,"florida,hshtg_sayfie,today,great,thank,vote,people,day,make,ll,time,governor,voting,proud,early,help,bless,right,watch,thanks"
justinfareed,"hshtg_mdpolitics,election,great,today,sign,hall,town,day,high,looking,check,need,support,article,signs,issue,glad,birthday,great time,saturday"
hoyos4congress,"today,great,congress,day,time,women,vote,thanks,county,want,candidates,meet,need,enjoyed,getting,campaign,administration,year,remember,join"
tedyoho,"photo facebook,new photo,posted new,posted,facebook,photo,team,great,thank,today,new,county,tonight,day,time,friends,join,florida,support,tune"
tommcclintock,"hshtg_tcot,california,hshtg_gop,tom,freedom,ca,congressman,today,listen,town,debate,thank,jobs,government,live,hall,support,obama,honored,thanks"
